Subject,Channel,Band,Correlation,P_Value
4,F2,Alpha,-0.08362979433982973,0.22308392787100337
5,Fp1,Theta,0.02697323988814231,0.6428212956030426
5,Fz,Theta,-0.0029142562183308495,0.9600454591635339
5,F3,Theta,0.0026145220451779007,0.9641519138147412
5,F7,Theta,0.13563172533875661,0.019162204357372314
5,FC5,Theta,0.10757019528730521,0.06366340492324496
5,FC1,Theta,-0.0433682024070727,0.4557545003956587
5,C3,Theta,-0.010367962489924686,0.8585412743354203
5,T7,Theta,0.08984950785656713,0.12170510754355844
5,CP5,Theta,0.010419256706545059,0.8578488209549455
5,CP1,Theta,0.020246441912354446,0.727784183931702
5,Pz,Theta,0.022842366608209385,0.6945304312030756
5,P3,Theta,-0.0017177474479611137,0.9764432355538704
5,P7,Theta,-0.025862810459258995,0.6565659458155773
5,O1,Theta,-0.012315992683696438,0.8323243183095235
5,Oz,Theta,-0.08271510689030012,0.15435244609949836
5,O2,Theta,0.0075726051256152895,0.896427260484584
5,P4,Theta,0.040983059962709054,0.4809346275355254
5,P8,Theta,0.034982952351099134,0.5474767085665859
5,CP6,Theta,0.07225944760438864,0.21358220007003284
5,CP2,Theta,0.09925277866458428,0.08719314627673912
5,Cz,Theta,-0.02852366342315808,0.6238330728561081
5,C4,Theta,0.05664635994880047,0.32978809980018764
5,T8,Theta,-0.048892146000915265,0.4003674303442266
5,FC6,Theta,-0.01853101652624674,0.7500466411007358
5,FC2,Theta,0.05775692462346596,0.3203793975444241
5,F4,Theta,0.07736358231585623,0.18289744268467797
5,F8,Theta,0.03303226637021198,0.5700459398705457
5,Fp2,Theta,-0.009652593319858526,0.8682095519478751
5,AF7,Theta,0.12454603530534529,0.031607666185532055
5,AFz,Theta,-0.004893258806623874,0.9329640144716829
5,F1,Theta,-0.04226507807949515,0.4673075111497399
5,F5,Theta,0.08823036403636353,0.12859742824778836
5,FT7,Theta,0.11278593611791306,0.05177320283591194
5,FC3,Theta,0.004281080515737876,0.9413345199964317
5,C1,Theta,0.009167983032663704,0.8747703535558754
5,C5,Theta,-0.04794672062694525,0.40955069247635056
5,TP7,Theta,-0.03425360883822523,0.5558634740261719
5,P1,Theta,-0.0018128442598015753,0.975139510302834
5,P5,Theta,-0.03238067965568831,0.5776818594961037
5,PO7,Theta,-0.01266645198745441,0.8276265227727753
5,PO3,Theta,0.009514513679538142,0.8700780167579176
5,POz,Theta,-0.05960351587373176,0.30512547150347963
5,PO4,Theta,0.031099478987551592,0.5928342755755045
5,PO8,Theta,0.019822844899804994,0.7332611614337913
5,P6,Theta,0.037489563457341606,0.5191365340941987
5,P2,Theta,0.07752187530822056,0.18200074112060088
5,CPz,Theta,0.04848100703161092,0.40434574890618247
5,TP8,Theta,-0.02574968533165559,0.6579727967358309
5,C6,Theta,-0.018383458678159933,0.7519716326648115
